label,array
0,"-0.049600143,-0.08675859,-0.018685592,0.030719394,-0.12166448,0.107723035,0.09768568,0.074056715,-0.024585383,0.022552492,0.08773085,0.06859904,-0.018378926,-0.12384341,-0.07477437,0.040455196,-0.1645116,0.06044929,0.05477367,0.031134931,-0.00922243,0.13986461,-0.14958917,-0.08353169,-0.1092868,-0.043801453,0.010593267,0.09302581,-0.11669929,-0.11543276,-0.010956369,0.13284074,0.023456357,-0.07105722,-0.03827621,0.07136841,0.04123516,-0.0053329845,0.04219407,-0.0630911,0.10767909,-0.028878396,0.083516724,0.05755065,0.02526274,-0.0064843544,0.097594336,-0.047212947,-0.0018711688,0.0037184192,0.0054618837,-0.05083086,0.10664363,-0.114970475,0.010239377,0.07171769,0.086237095,-0.09629611,0.05476195,0.024861654,0.05382014,0.14571275,-0.051479127,-0.23944697,-0.07246572,0.0537118,-0.11996637,0.08832747,0.04923672,0.010117238,0.08179019,0.019915251,-0.15804261,0.07528332,0.009865506,-0.121992975,0.053064536,0.13740419,0.07143912,0.010281807,0.07151864,0.064667344,0.069332406,0.21005775,-0.04083326,-0.09474268,0.02009413,0.00070921745,0.16253412,0.02657806,0.067514464,0.016270556,0.009315451,-0.047114167,0.04379778,-0.20260523,0.035552084,0.06967303,0.034707725,0.12438838,-0.028506547,0.011551303,0.072902344,-0.20502453,-0.016540932,-0.034557678,-0.04910639,0.010406549,-0.0848576,-0.04915296,0.09975385,-0.08909114,0.15049557,0.016853955,-0.061616886,0.18259303,0.06638235,0.108154565,0.0029529622,-0.12494501,-0.07977107,-0.2035166,-0.18951674,-0.0031084665,0.028850898,0.038819492,-0.16486129,-0.039483394"
0,"-0.026936786,-0.080336414,0.018464562,0.021977246,-0.11231247,-0.008670893,-0.004476878,-0.038276035,0.09142799,-0.074486665,0.12427158,0.15944289,0.043477565,-0.050155245,0.065817095,0.21419364,-0.12224145,-0.028453989,0.02470532,-0.0600032,0.024215821,0.11800153,0.03042958,-0.0809482,-0.0776482,-0.1939342,-0.00024963656,0.10146256,0.03622041,-0.09605608,-0.010307575,0.10689039,0.014988887,-0.094580315,0.04218438,0.06894855,0.089764036,0.043346934,0.052225363,0.06795531,-0.02937684,-0.039417226,0.006299527,0.04573063,0.17346442,0.19221161,0.012073176,-0.073346645,0.106723286,-0.06552638,-0.03747252,-0.19970748,0.07910782,-0.11120824,-0.14005972,0.16057271,0.04512002,-0.022618048,-0.008418133,-0.15536146,0.03835578,0.12436023,-0.026705896,-0.14050029,0.10131044,-0.011578247,0.036192,-0.10024287,0.034249894,0.1617106,0.01964751,-0.0076253586,-0.11946557,0.02646286,0.10493154,0.083040744,-0.047422457,-0.013195956,0.10113264,-0.042403176,-0.05405332,0.09848512,-0.017555663,-0.09264188,0.0688181,0.04971586,-0.079456076,0.02456401,0.0784985,0.14397384,0.17348889,-0.03708644,0.07830354,-0.0972064,0.019294422,-0.0495839,-0.039126426,0.05766586,0.029769003,0.02513057,-0.015525967,-0.035188198,0.021478174,-0.19566666,0.02316349,-0.009692434,-0.008207125,0.021476753,0.11649225,0.020012122,0.10274105,-0.23423746,0.0069684805,-0.1190562,0.018267885,0.10633325,0.13548957,0.005413622,-0.0047079828,-0.18306448,0.10594814,-0.007945434,-0.049540043,0.006326804,0.06170911,0.010140454,-0.1453985,0.046948582"
0,"-0.0077812327,-0.011192719,0.07841809,-0.01318952,-0.12643379,-0.027863191,0.005695485,0.008086031,0.006243056,-0.16251618,0.18408972,0.017380662,-0.015165922,0.049227174,-0.012750932,-0.03472106,-0.063831255,0.104771905,-0.009712217,0.00462843,0.02855759,0.11560792,-0.1128564,-0.07691109,-0.062064823,-0.11736532,0.07859577,0.06984425,-0.009648,-0.06505448,0.048879527,0.046750337,0.10888673,0.015932644,-0.039324876,0.19351417,0.034156296,0.043647654,0.02517576,0.0010806395,-0.052234184,-0.08868094,0.05585768,0.048698254,0.10250038,-0.01946363,0.14312354,0.058374662,-0.0033411058,-0.0012846307,-0.12672196,0.015537894,-0.048871752,-0.084789865,-0.16786975,0.09309149,0.046053085,-0.10757001,-0.06880662,-0.042033438,-0.012596136,0.0034486402,-0.03974002,-0.27778977,-0.10185146,0.036210783,-0.06791557,-0.17855324,0.019422721,0.066903874,0.07410558,-0.07833768,0.05216477,0.017558714,0.024907527,-0.04649056,0.008589041,-0.0030591344,0.06382318,0.07378362,0.035449207,0.06422054,-0.023802565,0.066849716,0.011118292,0.07733978,-0.10475147,-0.052369688,0.055273566,0.026675304,-0.06706982,0.026322894,0.1363651,0.053487863,0.05554184,-0.07094512,0.09091906,0.06338196,-0.050633162,0.20445368,0.05744667,0.036694314,-0.052353803,-0.37061727,-0.06884694,-0.13953255,-0.038424313,0.008648687,0.04782125,0.0787238,0.01081191,-0.27114674,0.06100323,0.11232891,0.04818449,0.15443392,0.111972556,-0.031950705,0.1075863,-0.07551169,0.09884487,0.021085247,-0.06870681,0.054790907,-0.05485045,0.04433475,-0.066942036,-0.0031816484"
0,"0.059356958,-0.06884807,0.027482003,0.04475701,0.018451588,-0.0058684247,0.054594725,0.089989275,-0.013881364,-0.019848771,0.037153237,0.11695108,-0.09154189,-0.019168567,-0.010947698,-0.0056383605,0.032279477,-0.043567356,-0.092278294,-0.04194387,0.027893007,0.12837455,-0.035474896,-0.0037795936,0.059283935,-0.040329784,0.07590297,0.0698885,-0.05298902,-0.27563658,0.10513624,0.11978824,-0.069971725,0.001718842,0.03482544,0.055411898,0.090841085,0.029470187,-0.13109085,0.068218164,-0.069889344,-0.17671002,-0.08371997,0.036636427,-0.012378221,0.018195001,0.07746267,0.00871918,0.014604859,0.08852117,-0.09460557,0.029628033,0.05251234,-0.01707096,0.06745167,-0.006974023,0.0023710919,-0.07614454,-0.02112823,-0.059730634,-0.0036682459,0.089306705,-0.06595058,-0.24363624,0.01517231,0.039653394,0.107244566,-0.0013664652,0.06896784,0.0018375635,-0.06632644,-0.038626615,-0.068818495,0.013284552,0.014305294,0.0255911,0.056925926,0.11186674,-0.028815342,0.02125965,0.11366848,0.09263361,0.02265558,0.15814267,-0.07537048,-0.010294241,-0.10466957,0.047961492,0.16442634,-0.08614202,0.08253087,-0.14075218,0.28966054,-0.054169748,0.030103713,-0.10488627,-0.02368577,0.053035747,0.055819634,0.14614291,-0.060053017,0.07726821,0.057551555,-0.22038901,-0.09354217,0.030431172,-0.10842473,0.08416201,-0.014025642,-0.031266734,0.19126979,-0.088920176,-0.04290277,0.09677898,0.007862644,0.12257739,0.20815003,-0.040997807,0.013095393,-0.14856765,0.057580724,0.024164453,0.033254407,0.17711125,0.115069024,0.08036943,-0.052242868,-0.12068862"
0,"0.07489785,-0.08926287,-0.009317636,0.07817395,-0.08393832,0.05932306,-0.022890529,0.086046435,-0.02964869,0.08643418,0.05906658,0.11975933,-0.010011743,-0.095892,-0.010888308,0.060076654,-0.0641019,-0.087892115,-0.11053067,0.03277617,0.072988264,0.0913352,0.06776929,-0.06437631,-0.07322961,-0.044304017,0.03667918,0.03584624,0.05036315,-0.054525286,0.06963432,0.13720536,-0.019131046,-0.055905975,0.12864211,0.0974472,0.06366714,0.07999183,-0.041722342,0.110782474,-0.022820648,-0.010800225,0.10066777,-0.0404471,0.09439113,0.07969884,0.08754332,-0.15231147,-0.018119048,0.060531724,-0.19469748,-0.049011786,-0.056196615,0.035645314,-0.088601485,0.18811654,0.0020377974,0.011736742,-0.12904662,-0.110120095,-0.1182545,0.059008643,-0.13672979,-0.14508139,0.06433797,-0.046385486,-0.113337405,-0.053375218,0.029490177,-0.0079270555,-0.066091165,0.05129066,-0.08240087,0.059001423,0.02211081,0.12776558,-0.00830787,-0.038369264,0.09224488,0.0581197,0.09195518,0.106070966,0.06492811,0.08003882,-0.09066066,0.091452084,-0.0027227614,-0.018647747,-0.09473557,-0.05378146,0.04748635,-0.097234145,0.17380007,-0.021265715,0.044598512,-0.10212476,-0.045589406,0.12851113,0.05781462,0.09205139,0.06361256,0.010221297,0.0625101,-0.29607153,-0.22947133,-0.017281689,0.05641691,0.025580708,0.046034247,0.012590093,0.083209544,-0.22199608,-0.0055729146,-0.011086837,0.10109269,0.10324137,0.19161154,2.4546055e-06,0.08905539,-0.07645792,0.012694025,0.061444007,-0.0019270779,0.056582384,0.026993996,0.1115275,-0.12191716,-0.1130216"
0,"0.124546684,-0.08942292,0.025822727,0.078229174,-0.00015068827,0.04701965,0.08803248,-0.0057470226,-0.010665927,-0.12339827,0.12522157,0.048201986,0.02087287,-0.07402877,-0.001167694,0.022621986,0.09348526,-0.011443336,-0.05500434,-0.026460791,0.05279654,0.13132073,-0.21472406,-0.087586395,-0.04802607,-0.04684118,-0.039143916,0.05375076,-0.0007020271,-0.12235934,0.11167201,0.20255542,0.041644193,0.040487252,0.06612043,0.23659557,0.11054908,-0.024038894,-0.060843065,0.031158796,-0.061959207,-0.1379839,0.14433211,-0.13056277,0.14867574,-0.002821085,0.031626917,-0.022316568,-0.03752528,-0.041932035,0.008483684,-0.06931846,0.055106048,-0.047024533,-0.032201897,0.099417895,0.07518433,-0.06656546,-0.13379155,-0.0940267,-0.026880428,0.033405624,-0.08314045,-0.11132819,-0.0901142,-0.052375954,-0.0393123,0.006025783,0.019713141,-0.043447584,0.0026252947,-0.024340866,-0.10275098,0.0027395058,0.055126052,-0.052909903,-0.055232108,0.08534115,-0.014947277,-0.03555342,-0.072159916,0.012438812,-0.026466832,0.086026356,0.10670896,0.038436495,-0.11811053,-0.0045701955,0.18127374,0.0122009395,0.055276114,-0.076482974,0.15190934,0.025082402,-0.00634263,-0.10906463,-0.027941996,-0.09008179,0.073974736,0.26925153,-0.00069300586,0.10280264,0.07371639,-0.2570279,-0.10388003,0.05991411,-0.021144891,-0.00052803045,0.14239734,0.030801954,0.09568636,-0.08243292,0.03308301,0.06060432,0.123040676,0.23442155,0.04779995,-0.044037137,-0.011267244,-0.058739778,0.022109754,-0.010995166,-0.027015107,0.036920052,-0.06877154,-0.019635,-0.18861797,0.0017821012"
0,"-0.01107175,-0.101012744,0.07677943,0.0054684854,-0.21625112,-0.002954635,-0.010749669,0.09922038,-0.048199635,-0.03993537,0.038878657,0.09707804,-0.020300718,-0.032641035,-0.08787577,-0.027365422,-0.14481188,0.030410014,0.041245263,0.087294236,0.041841745,0.16274051,-0.11446407,0.020802762,-0.17458613,-0.13180995,-0.062360473,0.039940756,-0.0538713,-0.19556202,0.054143626,0.10289633,0.08877357,0.045490246,0.032631546,0.15226653,0.079381764,-0.08041338,0.01064162,0.022361938,-0.051343784,-0.018149419,-0.025194032,-0.07980336,0.011940729,0.11208611,0.06795612,-0.08938969,-0.21481672,0.0804252,-0.21699473,-0.1008704,0.12829518,-0.14028662,-0.115553014,0.07723101,-0.055075698,-0.08639582,-0.13253056,0.0050133537,0.026033508,0.072902314,-0.08112183,-0.118191995,-0.028808426,0.017922163,0.107699454,-0.00094616116,0.0034430204,0.04492617,0.040656704,0.029935297,-0.06888515,0.06282937,0.10235844,0.072376795,-0.0061369874,0.12673262,0.031261824,-0.03230855,0.00057339005,-0.0065651196,-0.060601346,0.12926766,0.012792482,0.01800156,0.0026751535,0.046838865,0.19370039,0.0330132,0.10978081,0.015665893,0.14749482,-0.03907957,0.09209073,-0.14979425,0.012810022,0.050811276,0.09419085,0.13583149,-0.037935786,-0.06338146,0.12155992,-0.1339518,-0.030472936,0.10290151,-0.024769545,-0.020261481,0.045603562,0.01747709,0.1434407,0.0070864065,0.030690473,0.059445202,0.07671591,0.19810061,0.1304736,-0.050242066,0.01970804,-0.1404077,0.05589612,-0.11048187,0.024734193,0.044087637,-0.0016980954,-0.09990013,-0.09430404,-0.022357535"
0,"-0.047586583,-0.07432377,0.1569765,0.096501715,-0.051200088,0.09159943,0.046690412,-0.0378238,-0.011039229,-0.113723926,0.029303074,0.22741766,-0.063344866,-0.019616075,0.08067923,-0.028391067,-0.107775904,0.17114127,0.07765181,0.061757855,-0.016680626,0.21319386,0.05424161,-0.03724575,-0.11428345,-0.2122339,-0.011298801,0.08174794,0.1410737,-0.14583036,0.043850936,0.08084914,0.049659494,-0.07205737,-0.025240537,0.07274849,0.12989888,-0.022712493,-0.030405149,0.11481129,-0.04841405,0.007921827,0.0792176,-0.10008741,0.06516074,0.019298624,0.039572123,0.017105578,-0.06028687,-0.044445284,-0.025184639,-0.08269108,-0.05811375,-0.034687005,-0.22156072,0.03594076,0.048852798,-0.040135477,-0.067230836,-0.0678182,0.0507516,0.0587693,-0.14016245,-0.2272672,0.10291621,0.038920783,0.00435976,0.036728166,-0.003877119,-0.04503924,0.025215913,-0.016980667,-0.16192044,-0.0050641126,0.0068369824,0.059131768,0.013072371,0.13872403,0.066315636,0.010389576,-0.09045557,0.05508586,0.11307616,0.061418902,0.017896568,0.037381265,-0.12676856,-0.018761247,0.053204846,-0.0020806242,0.043015443,0.030570583,0.1419135,-0.041493468,0.086679764,-0.06895902,0.0260074,0.20328408,0.14204924,0.116583504,-0.03763709,-0.012457919,0.12559591,-0.2271504,-0.020895787,-5.475912e-05,-0.02574882,0.078165375,-0.13368218,-0.10730767,0.011932029,-0.11046202,-0.025705012,0.07892143,0.029490482,0.10909111,0.11649806,0.012853178,0.051283784,-0.12719601,-0.01944268,0.00054219627,0.029357387,0.12454222,0.024857251,-0.056080956,0.002055343,-0.0012803412"
0,"-0.009397956,0.015419023,-0.0116846915,0.021984786,-0.025574856,0.0786599,-0.075502634,0.04891888,-0.08025675,-0.011923655,0.023613878,0.053442683,0.06475372,-0.06695815,0.0327543,-0.07292462,-0.06124196,0.053365745,-0.111008525,0.08177585,0.109220706,0.028113494,-0.120099574,-0.112399586,-0.006639003,-0.03247684,-0.027476214,-0.056624804,0.0055433274,-0.08445665,0.07309233,0.056126967,0.10196888,-0.024461158,0.029077148,0.019606544,0.09092961,0.02378978,-0.0508784,0.049044427,-0.09266376,0.060892187,0.030701952,0.009023718,0.06953616,-0.03371916,0.12902896,0.020424945,0.009139794,0.0134262405,-0.12776336,-0.106838085,-0.015343893,-0.034241997,-0.2167654,0.2574827,0.03289524,-0.14344546,0.0044502406,-0.003840502,0.017161408,-0.094518274,-0.19874977,-0.13350101,0.068627566,0.05438933,-0.06239878,0.04050629,-0.048893537,0.016187536,0.05643464,-0.004525801,-0.116691254,0.08734085,0.019389106,0.14168093,-0.07795725,0.029101005,0.028004272,-0.07715054,0.041637696,0.055648077,0.120457284,0.032237396,-0.14912333,-0.002489895,-0.10294373,0.015422544,0.14694852,0.04201621,0.17070873,-0.024168976,0.20956749,-0.047124173,0.049861968,-0.15299109,0.01376504,0.055752967,0.0018741792,0.02093319,-0.027721424,-0.09080191,0.049671467,-0.20695904,-0.008164556,0.013274495,0.0058021806,-0.062825836,-0.023083664,-0.051465403,0.14502068,-0.12669006,-0.10242614,-0.056565516,0.037912175,0.12524128,0.21751544,-0.030479541,-0.00054162147,-0.23896499,0.13821146,-0.019829184,-0.15520929,0.16427727,-0.03250913,0.023108087,-0.11735735,-0.04445516"
0,"0.0793496,-0.07174858,0.01740975,0.0017768292,-0.1115615,0.071701385,0.05873425,0.0032066624,0.034167662,0.01626448,0.06377489,0.14671578,0.047852237,0.025841847,0.04863532,0.16608968,-0.03478665,0.16567431,-0.08630359,-0.048656866,0.039119378,0.13961697,-0.0626156,0.039486058,-0.0657824,-0.08820214,0.009707576,0.015618371,0.039772905,-0.03134295,0.046124954,0.11961781,0.022188459,-0.09138582,0.08107912,0.20824844,0.13487189,0.028934257,0.00562722,0.08247067,-0.0781206,-0.12584281,0.04154374,0.027030481,0.092862085,0.085578114,0.047048733,-0.057615038,0.08786768,0.032227635,0.016921386,-0.1894119,-0.092783615,-0.016904896,-0.10915692,0.064432286,0.05118278,0.07581758,0.022962535,-0.030810736,0.044917073,0.050293412,-0.07875717,-0.32665336,-0.018265381,-0.023879359,-0.10397242,-0.038943864,0.036830265,0.0678112,0.058246497,-0.098381735,-0.12763776,0.003337061,-0.021922154,0.050247688,0.06065363,0.015049286,0.039124995,-0.050534166,-0.044457614,0.15996204,-0.06704097,-0.013725737,-0.03378128,0.05780313,-0.029878719,0.01509135,0.13306613,0.05801433,0.26240128,0.032868575,0.16712047,-0.034879707,-0.035896566,-0.021815652,0.026042704,0.029976655,0.052305467,0.10682163,0.062486764,0.08667736,0.034574945,-0.28940442,-0.028150368,-0.041596007,-0.016276546,-0.025259927,0.02508494,-0.0839101,0.12109582,-0.1875629,0.0005595519,0.051827002,-0.023743588,0.07029603,0.11799077,-0.048997536,0.004886967,-0.14281027,0.107571565,0.079050034,-0.030195411,0.094044045,0.023130776,0.05219236,-0.12216617,-0.009888827"
0,"0.056625314,-0.03488935,0.1838644,0.12364859,-0.13715093,0.07953708,-0.036232885,0.024649726,0.06988035,-0.069877915,0.1715025,0.0064095357,0.041257862,0.030967575,-0.0008234458,-0.0055841827,-0.08408602,0.076301515,-0.01860169,-0.0088672,0.023306033,-0.010449239,-0.082134336,-0.034332443,-0.1709989,-0.07167404,0.05342296,0.16504256,0.02891339,-0.076228805,0.08889637,0.13275221,0.04058289,-0.07892068,0.07054433,0.05644587,-0.006548161,-0.048421994,0.01607136,-0.059678666,0.039666165,0.09000432,-0.059713297,0.080210075,0.10108477,0.07479073,0.055814043,0.04315516,-0.107474774,-0.094139114,-0.20054515,-0.04187521,0.158334,-0.1174482,-0.046916325,0.15581575,-0.10147657,0.011735153,-0.08136596,-0.024998792,0.082043126,0.077370726,-0.06419643,-0.21893904,-0.021020103,0.0014816151,0.02232436,0.003076352,0.009776578,0.02611351,-0.103073716,0.02004055,-0.11617668,0.050100073,-0.010620492,0.036183942,-0.045610745,0.00041180736,0.04867116,-0.05645703,-0.035121318,0.06862431,-0.06641532,-0.02184201,-0.020198852,0.045090575,-0.041260026,-0.024573745,0.20235081,-0.0011227531,0.07030053,0.21338333,0.10161239,-0.053030375,-0.014849526,-0.037269898,0.029034168,-0.007978614,-0.047763005,0.046724193,-0.062845424,0.014712348,-0.10800245,-0.22175829,-0.041194547,0.060711,-0.03298982,-0.07602759,0.0050488897,0.044566765,-0.033414923,-0.24021439,0.08633505,0.050621744,-0.035965607,0.1558895,0.12828624,0.050278038,-0.07033613,-0.12411169,0.1893973,-0.04311283,-0.06726183,0.048309512,0.2119535,0.0111973705,-0.12243179,0.05898884"
0,"-0.04695272,-0.14262845,0.13906501,0.08076826,-0.1010655,0.13649066,-0.03923704,0.12822229,-0.041456386,0.05426664,0.07487737,0.14439784,0.040258754,-0.07443886,-0.01318265,-0.07509799,-0.037886936,0.094931334,-0.043561164,0.102062345,0.07757448,0.06360662,-0.04994082,-0.09369242,-0.064436525,-0.061987057,0.05648532,0.111901134,-0.027034827,-0.1289383,0.06494926,0.029542938,-0.03360717,0.019537782,-0.0061601996,0.056546878,0.07329742,-0.13569066,-0.0004531389,0.064031996,0.02042061,0.0732021,-0.03075548,-0.0050234077,0.039976336,0.13772357,0.035355125,-0.0618434,-0.20328933,0.087025076,-0.14675814,0.028404953,0.027829321,-0.08761513,-0.18003155,0.041259572,0.0068158484,-0.1158035,0.044046946,0.0059517142,0.02719117,0.0364073,-0.065357015,-0.1954524,-0.050439384,0.010885655,0.1381907,0.015143186,0.011297508,0.079908065,0.038713593,0.04772623,-0.0014395308,0.062018808,0.06645271,0.130974,-0.010872407,0.085748374,-0.045526758,0.024215452,-0.09997754,-0.008001276,0.06882593,0.11942207,-0.0121186925,-0.010633929,-0.10109868,0.0708555,0.17230524,0.074809074,0.11923626,-0.0027093126,0.13964385,-0.1142428,0.1252889,-0.056119982,0.022376444,0.11311895,-0.036442876,0.16273856,0.07820614,-0.06436185,0.13536175,-0.13091063,-0.058865234,0.12118571,-0.043809783,0.0036053045,0.025484027,0.0139816655,0.1765032,-0.11776943,-0.05828644,0.04691219,0.1408117,0.17448612,0.15727967,-0.008245728,0.036645833,-0.15338495,0.1319234,-0.038242202,0.11864754,0.091246516,0.077980034,-0.08052349,-0.04504972,0.064307064"
0,"0.071747124,-0.009325027,0.10783608,0.121099,-0.11229186,-0.013764404,-0.029049145,0.1023888,-0.054804914,-0.045498572,0.07330165,0.16660412,-0.019294241,0.03273013,-0.04548866,-0.115269735,-0.08731397,-0.027734818,0.05164926,-0.035253894,-0.0074794916,0.059691347,-0.085943826,-0.15737382,-0.13783109,-0.07231285,0.0067791296,0.17533727,-0.048861858,-0.07853059,0.039988603,0.17152007,0.07789805,-0.03174803,-0.053251583,0.049895875,0.036505498,0.035229214,0.03968456,0.07752647,-0.011097752,-0.041761976,-0.08856442,-0.002676171,0.017464701,0.10098688,0.16780579,-0.081701435,-0.021962268,0.017027251,0.0046105008,-0.15235215,0.08624221,-0.05727246,-0.049227625,0.06366747,-0.019663276,-0.053067964,-0.067406274,-0.064322524,0.039767537,0.19240333,-0.037310366,-0.14278838,-0.069696166,-0.029019387,-0.04314327,0.12153426,0.04875795,0.034730732,-0.044264182,0.0905476,-0.07790972,0.04225481,0.15176903,0.012112723,-0.005883537,0.100223705,-0.04044976,0.0028806806,0.0055339118,0.027440265,-0.119477525,0.018841527,0.030364636,0.042141046,-0.057947416,0.04268161,0.15055211,-0.0524858,0.12582421,0.15352067,0.096767314,-0.13631923,0.104430765,-0.19340307,-0.009386426,0.051234808,0.037941992,0.11217378,-0.036028147,0.03762868,0.084240004,-0.20452492,-0.04581448,-0.06775748,0.04848279,0.065781124,-0.002529479,-0.028132882,0.02482697,-0.18616864,0.10630454,-0.069401175,0.07400082,0.17663291,0.085129015,-0.06076953,0.12082344,-0.080567025,0.052177478,-0.015570997,-0.035750955,0.24788906,0.123072356,-0.088460855,-0.13045545,-0.06382712"
0,"0.011236485,-0.1064628,0.16553068,0.07432572,-0.038815007,0.12494115,0.049686767,0.07652831,-0.012287445,0.07215548,0.117325984,0.08099104,-0.04190121,0.03485511,-0.06772867,-0.023119172,-0.078924105,0.020169334,-0.007157095,-0.077341035,-0.018552037,0.029449727,-0.087221116,0.012820868,-0.18645652,-0.077011965,0.07098179,0.093583,-0.11906204,-0.06452344,-0.0003536907,-0.019040715,0.018176131,-0.09505918,0.046203695,0.11878426,0.014901267,-0.023221968,0.0044253026,0.091954455,0.013732383,-0.008653009,-0.028400263,0.010131722,0.022073103,0.06458678,0.11635487,-0.087647855,-0.11118446,-0.096958116,-0.19368008,-0.07825914,0.07878176,0.03766053,-0.032706596,0.16874592,0.025686221,0.0036820257,-0.017834084,-0.074970074,0.025935538,0.057378322,-0.045470424,-0.26652813,-0.11318958,0.0017445865,-0.13165478,0.15496464,-0.07601734,0.0120112635,0.027389187,-0.026969308,-0.08926325,-0.0433012,0.030415086,0.093294814,0.031004308,-0.009334443,0.17140004,-0.09883377,-0.0385443,0.102543525,0.073659815,-0.0042071515,0.0071647237,0.10819572,-0.010651679,-0.023161292,0.09678168,-0.022161126,0.21751788,0.0011257696,0.17095311,0.033783212,-0.031014562,-0.16652483,0.0037255494,0.07422583,0.066786796,0.062268846,-0.087080635,0.018494498,-0.018137546,-0.27422744,0.05682298,0.07300565,0.036967203,0.015608952,0.050943542,-0.052498166,0.08068405,-0.19458558,0.026474087,0.0657454,-0.077278,0.11831443,0.072064064,0.096723914,0.011032419,-0.15464859,0.010617271,-0.064871356,-0.12663043,0.037676737,0.13071638,0.10514885,-0.123569846,0.01049453"
0,"-0.0008739026,-0.13456105,-0.028086193,-0.0055836476,-0.122358,0.06458686,-0.022028472,0.04586026,0.054053165,-0.08468372,0.049274947,0.2157403,-0.030322356,-0.106082276,0.041421738,0.04231614,-0.03925256,0.06699169,0.0059073702,0.101510204,0.11184873,0.2656789,0.041298214,-0.008657127,-0.061746065,-0.11043596,-0.016143326,0.09565236,0.042403866,-0.057691086,0.04380089,0.094596066,0.1312235,0.0036693518,-0.063651,0.05258265,0.0891325,-0.09321469,-0.025078673,0.08821639,0.026868396,-0.09123875,0.14469366,-0.15758134,0.12216978,0.1338877,0.009141833,0.0008509571,0.03032334,-0.00053450634,0.06347921,-0.10635568,0.044913087,-0.03873791,-0.099871285,-0.08138624,-0.017117998,-0.10385027,-0.10096284,-0.111963466,0.015872225,0.061922632,-0.14847812,-0.19976012,-0.06522257,0.0946414,-0.015072769,0.030792378,-0.030821826,0.040185682,-0.048103627,-0.07995942,-0.098421715,0.03316825,0.010571652,0.03564129,-0.14772965,0.022902986,0.050196987,-0.05361904,-0.039679583,0.0080431085,0.06888795,0.08120266,-0.054447204,0.023905542,-0.07878791,-0.045950208,0.02962148,-0.020446258,0.076666355,0.12033174,0.17689344,-0.055660196,0.14965259,-0.12146934,-0.0040351884,0.205143,0.20833308,-0.01712433,-0.127877,-0.0037760625,0.0814634,-0.25565296,-0.0754807,-0.041998282,-0.04511514,-0.0551871,-0.075011924,-0.11717938,0.12741081,-0.06942451,0.04836722,0.054815516,0.016728407,0.11987547,0.04269059,0.04627809,-0.030445805,-0.027308986,-0.011465637,0.0008225705,0.021283299,0.11664711,0.04778232,-0.10849574,-0.05448408,0.036372393"
0,"0.036670707,-0.109620675,0.13560088,0.025958251,0.0070071155,-0.008978981,0.0061035366,0.01282679,-0.07265676,0.07338997,0.15798168,0.20366709,-0.041913953,-0.10506812,0.059941947,0.040331684,-0.016734036,0.06515631,-0.06839275,-0.026932297,0.08140934,0.15798785,-0.06729833,-0.03256747,0.030106261,-0.14414272,-0.008339492,0.031571392,0.0062582796,0.062170748,0.04120317,0.20645095,-0.016362686,-0.07523216,0.005496621,0.14658165,0.015535219,-0.102278516,0.044468377,-0.061905917,-0.005685227,-0.11475002,0.100705504,0.018174723,0.13731252,0.076672204,0.07687111,0.016445113,0.05971537,0.06384484,-0.08352084,-0.13338809,0.08303832,-0.102948055,-0.07096544,0.09820294,-0.007911097,-0.096069954,0.011670159,-0.08480588,0.06249024,0.007968153,-0.008884299,-0.29946622,-0.07881133,-0.01748269,-0.042663198,0.0071985475,0.011755514,0.07152148,0.04076453,0.033948176,-0.026324669,0.11653862,0.11366847,0.13721448,-0.1464412,0.100239955,0.14632757,-0.027977271,0.029302206,-0.02631605,0.0077565983,-0.100437,-0.030086676,0.054309238,-0.03577081,-0.076682456,0.03935782,0.024796737,0.10221298,-0.021391284,0.007850882,-0.0235737,0.06163488,-0.13494521,-0.040657945,0.14955679,0.06749008,0.035536006,-0.14590646,-0.057042792,0.02564512,-0.30374783,-0.022573633,0.094688356,-0.038031027,-0.01936017,-0.09287842,0.08999769,0.1637804,-0.08042666,-0.045558758,0.027830727,0.11256996,0.0639328,-0.020131154,0.03946067,0.076387234,-0.20917256,0.051722754,-0.024007699,-0.018664973,0.02506711,0.03739879,0.08708548,-0.103914134,-0.047050048"
