label,array
0,"0.0070947898,-0.11226314,0.019875454,0.061468933,-0.0054413974,0.12944776,0.0026911274,-0.11522227,-0.03338928,-0.08956928,0.101443306,0.13445273,-0.054767434,-0.09037412,0.06384576,-0.058905322,-0.06314551,0.098779514,0.031158362,0.034463305,0.016655302,0.028253172,0.027282396,-0.026717706,-0.09765745,-0.10705985,0.03633327,0.034738135,0.08735585,-0.12993543,0.074769616,0.11983664,0.057659876,0.023597637,-0.024116114,0.10763083,0.08942989,0.13359445,0.012654015,-0.0059062727,-0.086018026,0.027419293,0.048296418,0.020451352,0.107097514,0.052201908,0.14436415,-0.061757594,-0.084639005,-0.06417801,0.052303728,-0.13822012,0.059245657,0.023277499,-0.18902178,0.01749248,0.10336115,-0.071223,-0.15175323,-0.108249225,0.004851322,0.13401955,-0.11751934,-0.16482356,0.0076113595,0.06985788,0.06307344,0.0993207,0.033342045,-0.06063286,-0.051163718,0.060344793,-0.12699048,-0.037990723,0.028360412,-0.016343627,-0.0328731,0.043867003,0.0021138322,0.0022730133,-0.050260127,0.051847525,0.13538434,0.035491597,0.025898037,0.0050289035,-0.1155489,-0.12868597,0.054326337,-0.099395566,0.119036414,0.16551615,0.16727297,-0.044862933,0.06214206,-0.119228,-0.051266342,0.13888438,0.15592122,0.04637554,-0.10148024,-0.0063648582,0.034829676,-0.32641476,-0.07096554,0.0028450973,-0.0284588,0.09208138,-0.012434673,-0.13217665,0.052914206,-0.011096088,0.05849108,0.08048913,0.026972795,0.08276185,0.065429755,0.018937243,-0.08242059,-0.19251253,0.041552607,-0.018728642,-0.07422341,0.18169059,0.03180246,-0.107881546,-0.005434677,0.07728884"
0,"-0.12394022,-0.11739401,-0.052249774,0.04455675,-0.034293585,-0.025833253,0.010855691,-0.035641346,-0.07291364,0.062314473,0.16835524,0.086182915,0.03457943,-0.07927271,-0.0032042935,-0.10066355,-0.0025272004,-0.030105859,-0.008779114,-0.0054068794,0.015783167,0.10928836,-0.04390305,-0.029969264,-0.115180366,-0.059146587,0.13557526,0.032282136,0.048305605,-0.10349395,0.10318237,0.17366605,0.032437902,0.042367008,-0.051897507,-0.107343376,-0.00869044,-0.06462634,-0.01853917,0.08323281,0.023381654,-0.102665655,0.07272597,-0.021402271,0.0019029129,0.058572527,0.045384135,-0.030877367,-0.07180361,-0.08451792,-0.024170032,-0.124944985,0.051788896,0.04668658,-0.09133565,0.06822066,0.08696914,-0.071799055,-0.060881235,0.009695224,-0.027351167,0.13562526,-0.113549456,-0.26077756,-0.032779876,0.105815515,0.049610958,0.04681552,0.0137475645,0.05533145,0.036039207,0.099251196,-0.14373057,0.11194928,0.22038665,0.08339326,0.08572593,0.17459436,-0.01852174,0.013356516,0.08332157,0.084458865,0.07446944,0.090674095,-0.07693798,-0.041142497,-0.0039136107,0.053722214,0.11449265,0.06280342,0.0030577192,0.025475688,0.08411153,-0.057384625,0.0951737,-0.12357501,-0.026431717,0.17709513,-0.003340998,0.20678909,-0.12585688,-0.080336004,0.109782964,-0.17542028,-0.10860154,-0.039271805,0.06810253,-0.061263457,-0.028018022,0.0054036183,0.14638959,-0.190206,-0.018428579,0.1491834,0.11047733,0.11080537,0.03044923,0.025120277,0.07201731,-0.062790714,-0.06293467,-0.02278404,-0.004506811,0.14476365,0.045524616,-0.07082197,-0.11189425,-0.085833356"
0,"-0.08298378,-0.08708355,0.12643752,0.15409598,-0.0056118565,0.07419945,-0.031157672,-0.016077532,-0.022204086,0.02967438,0.08212363,0.05177214,-0.174173,-0.117508836,-0.09522709,-0.037717313,-0.006875418,0.09005143,0.083015025,0.09361727,0.046552014,0.05024451,-0.05117239,-0.11590453,-0.058509644,-0.15898202,0.033785522,0.08154346,0.044117607,-0.097512245,-0.03549187,0.14306015,-0.009448283,0.068184786,0.115469754,0.026437795,0.073378466,0.018481232,0.07239765,-0.06696575,0.0543205,-0.038610082,-0.014907192,-0.08055955,-0.026454002,0.031884983,0.04903876,-0.017317677,-0.11128947,-0.010418041,0.0124921,-0.13568668,0.015933529,-0.18780328,-0.08869008,0.093384534,0.1065808,-0.090594634,-0.08800044,0.00888718,0.075648576,0.1889942,-0.036897987,-0.25237256,0.11272784,0.04679319,-0.13194649,-0.05289071,-0.019801019,-8.571261e-05,0.026499799,0.034060817,0.0042014574,0.043657467,0.035340257,0.057891723,-0.045534708,0.1494106,0.1673798,0.040112317,-0.10875264,-0.11282501,-0.027444078,0.044386458,0.020233676,-0.038824767,-0.042421144,0.08284288,0.021470187,-0.025443869,0.12864268,0.008222589,0.096222356,-0.04013017,0.17060898,-0.18047468,-0.057448715,0.02359684,0.091065325,0.08957158,-0.1145717,-0.061694153,0.1552963,-0.21037897,0.052912533,0.051967904,-0.11199048,0.048923254,-0.07278132,-0.020016138,0.13604546,-0.012994904,-0.045270287,0.050357718,0.11342914,0.039044965,0.06663824,-0.046592094,0.08596026,-0.09229775,0.1795585,-0.06272956,0.040780786,0.106927626,0.068616964,-0.12615255,-0.017727392,-0.06695686"
0,"-0.023866069,-0.1188004,0.06101814,0.0623882,-0.15901259,-0.020776007,0.059892092,0.10525207,0.009672385,-0.004229386,0.032197103,0.13308114,0.030762073,0.10839017,-0.08596677,-0.10127026,-0.017195394,-0.0056951717,0.09189381,0.13016304,0.0017938567,0.16967387,-0.059615843,0.02462732,-0.17688014,-0.1370493,0.04552209,0.103408754,0.025311505,-0.14703764,0.1279711,0.07893812,-0.020246638,0.0032777588,0.014703166,0.12426439,0.12645766,-0.021453187,0.013804684,0.13413705,0.049934026,0.0003314761,-0.08312944,0.023961589,0.0065235114,0.1457747,0.09900444,-0.08043837,-0.12066312,0.098612964,-0.1560243,-0.10367544,0.06919489,-0.068200886,-0.05994063,0.016162168,0.041486137,-0.104884446,-0.14321437,-0.06305369,-0.0030125342,0.042568937,-0.13421723,-0.2272858,-0.04794168,0.02791021,0.029246323,-0.09349759,-0.023732528,-0.0819788,0.07950309,-0.020459212,-0.006292543,0.091410436,0.054971077,0.03935554,-0.030621344,0.03274171,0.09712834,0.0013677476,-0.044341203,0.046309505,0.08390658,0.0959456,0.042279005,-0.046056904,0.004264023,0.022834474,0.15803911,0.07950302,0.069111444,-0.002765307,0.051236268,-0.067224585,0.025706131,-0.21477605,-0.03289046,-0.012543311,0.008870049,0.056001253,-0.060268503,-0.07100331,0.14211394,-0.20491625,-0.06198666,0.09326292,-0.046229187,-0.10243745,0.0023492752,0.039663374,0.06565069,-0.07963877,-0.026620181,-0.041101243,0.09043798,0.08590128,0.09367112,-0.04360509,0.094065584,-0.21850431,0.18469419,-0.04694147,-0.0004514465,-0.057763364,0.11138627,-0.1103637,-0.06861314,-0.09645277"
0,"0.016826835,-0.191228,0.16389145,0.028928418,-0.1632182,0.07386016,0.04233222,0.019591607,0.01962366,-0.14181624,0.04609531,0.15532497,0.043566033,0.05340607,-0.06348836,-0.068712175,-0.12954526,-0.023622079,0.036443412,-0.062494025,-0.020927425,0.16235851,0.047640964,-0.052847464,-0.14532195,-0.11315734,0.08383299,-0.047248628,-0.011213682,-0.060707156,-0.038850073,0.13806304,-0.028237797,0.09397464,-0.020377206,0.04358814,0.09701861,-0.047084067,-0.06251861,0.05619921,0.05727473,0.027153831,0.043453027,-0.055805743,0.15071605,0.07168379,0.07400396,0.003820598,-0.055698544,-0.011206083,0.03888551,-0.02673677,0.07027227,-0.11751587,-0.15401776,0.025760058,-0.11055406,-0.10168149,0.00046679276,0.0053690323,-0.040794242,0.0833157,0.08106968,-0.11668525,-0.058408793,-0.028721852,-0.02866731,-0.086081356,-0.08628744,0.107076705,0.14932711,0.013629909,0.019879015,0.0011510056,0.093274914,0.046695985,-0.086258724,0.07679167,0.041413635,0.02231289,0.012580519,0.023062432,-0.059531055,-0.041068323,0.13646963,0.061711494,0.0069785994,0.0073379446,0.20048188,0.042057015,0.016686484,0.073914,0.022973495,-0.053459823,0.1922257,-0.118514545,0.10049193,0.023940172,0.039802372,0.13284366,-0.0603049,-0.059713516,0.050157692,-0.25624743,0.012350845,0.07858674,0.00437658,-0.054798614,0.039747223,0.03732865,0.04079873,-0.12795636,0.026752394,0.1371902,0.028715052,0.25461414,0.12994051,0.1177266,0.046234403,-0.12352913,0.09319967,-0.1390287,-0.07438131,0.025715647,0.14839509,-0.0935562,0.027589845,0.0005039697"
0,"-0.0054727914,-0.13621533,-0.07878388,-0.074982785,-0.053844728,-0.017987767,0.03740662,0.032779682,-0.055661406,-0.06216677,0.062039632,0.190371,0.020559523,0.018546348,-0.020721849,-0.019257482,-0.10693953,0.03031743,-0.013381981,0.026042087,-0.059481006,0.1366073,0.004611442,-0.08991017,-0.057893567,-0.02616718,0.077653445,-0.08693912,0.05471435,-0.1613314,0.011717567,0.10107781,0.061213683,-0.031063195,-0.14263853,0.12747008,0.07782773,-0.10506163,0.043766357,-0.059901617,0.05872836,-0.03415919,0.09721803,0.094675116,0.1206581,0.0800156,0.07885109,0.090441465,-0.037652534,0.04831859,0.03904167,-0.040956695,-0.034506097,0.06101909,-0.00527534,0.10971904,0.15579626,-0.07330481,-0.0025621965,-0.0012178612,-0.02420003,0.15626489,-0.04234182,-0.2823616,-0.041657384,0.07680409,0.038548257,0.0883304,0.047609504,0.07971259,0.13203098,-0.062272124,-0.011803939,0.08067289,0.0712733,0.076401085,-0.020504296,0.099123865,0.06655365,0.055970583,0.012479878,0.03402149,0.13655679,0.18154798,-0.07337249,-0.051396906,-0.061648972,-0.0009699134,0.102673575,-0.015148354,0.08499954,-0.033399437,0.14464867,-0.09808569,0.09207437,-0.117958575,0.017039914,0.16594978,0.05063336,0.10168442,-0.07751299,-0.0057210233,0.14307098,-0.16589536,0.024173174,-0.10852217,-0.037692327,-0.073625766,-0.12531908,0.0114557855,0.071139745,-0.13730702,0.07465666,0.046048436,0.14389631,0.14827906,0.10903518,0.0057733636,0.12035264,-0.2311514,0.019980052,-0.009923167,-0.025950802,0.06127114,0.10912323,-0.036233447,-0.09580005,-0.04536403"
0,"0.03546452,-0.06971681,0.10711927,0.0024250448,-0.2354481,0.00016212715,0.02770226,0.010958457,0.08936705,-0.041592367,0.054020803,0.1211376,-0.042336132,-0.042837333,-0.028445035,-0.074472666,-0.11315673,0.007950967,0.0035494424,0.095182985,0.02890732,0.114964224,-0.14976777,-0.012274868,-0.13725233,-0.19531989,0.049532622,0.07404094,-0.045027703,0.00542648,-0.0037560852,0.05192332,0.022265436,0.112924285,-0.053206317,0.04757763,0.08170414,0.017692683,0.13744995,0.07054088,0.012063703,-0.1626719,-0.035561122,-0.069256425,0.046523225,0.05586794,0.01975403,-0.077497125,-0.078688234,-0.036008455,-0.06453275,-0.07297795,0.013550811,-0.24566875,-0.012689624,0.06536502,-0.020244233,-0.14838168,-0.048525963,0.06716305,-0.07851377,0.10832589,-0.02185688,-0.19726893,-0.049311087,0.010205726,0.02844989,-0.05307206,0.0015874262,0.02622231,0.034098756,0.0066365683,0.03089228,-0.0122643085,0.08209319,0.052535165,-0.042632278,0.09524937,0.07093022,-0.020308562,-0.08106365,0.065732434,0.015638322,0.060600176,-0.07497338,0.06375556,0.013778279,3.1187443e-05,0.12992229,-0.030097695,0.08247675,-0.064353146,0.109538764,-0.04708423,0.10518677,-0.094585456,-0.0075979885,0.058802407,-0.003556452,0.26749122,-0.04776508,-0.06668009,0.01024102,-0.30347452,-0.01887807,-0.030677065,-0.18188128,0.030849855,0.026116777,0.018643336,0.026853656,-0.21676403,0.13406412,0.07399437,0.04479106,0.06430491,0.019597933,-0.007907193,0.05903533,-0.12715463,0.08757933,-0.0111538395,-0.18725383,-0.058341473,-0.12618457,-0.058574725,-0.048638985,0.0074047395"
0,"-0.0028002213,-0.043631177,0.09313018,0.031963296,0.08113424,0.021151528,-0.09206321,-0.031891093,-0.013313848,0.03861953,0.28253332,0.044374373,0.03151123,-0.00548598,0.01795061,0.04031248,-0.044631727,-0.15591918,-0.03703382,0.0423183,0.039307773,0.1566947,-0.006734587,0.009172927,-0.000757963,-0.08101179,0.13926807,0.07325782,0.0144241555,-0.06241218,0.09080122,0.1254541,-0.01766704,-0.015471618,0.005294672,0.1818153,0.15250963,-0.058355168,-0.022132812,0.062246367,0.07121599,-0.09018064,0.055341482,-0.037612744,0.14752387,0.033818077,-0.047428627,0.020824466,-0.09278226,-0.03170798,-0.1535927,-0.11637253,0.055742744,-0.035104647,-0.020522874,0.083470516,0.07011435,-0.10589637,-0.09257712,0.04103919,0.06713066,-0.06384899,-0.08033287,-0.2508754,-0.021522889,-0.0031117434,-0.12326167,-0.06198085,-0.052066892,0.127246,0.118492156,-0.062713176,-0.1398657,0.14521365,-0.11897932,0.08417343,0.009880305,0.12260522,0.0722825,0.010410685,-0.03366479,0.04421896,0.027415505,0.07071665,0.023630437,-0.036538135,0.071615875,0.02954022,0.14713778,0.086862616,0.16796485,0.0535175,0.1032848,-0.0413164,0.061188746,-0.2058341,-0.0337482,-0.035061866,0.023078946,0.054349948,-0.0624572,0.0059288824,0.0398217,-0.24458498,-0.0323966,-0.041128457,-0.02556317,-0.062111035,-0.09705893,0.041232966,0.17881869,-0.07992385,-0.02298386,0.17987764,0.14257564,0.049057916,0.03737258,0.054382246,0.075559005,-0.11197198,0.047571506,0.07052346,-0.0070910603,0.026458247,-0.013511736,-0.07642714,-0.07167333,-0.005103793"
0,"0.03255917,-0.12689532,0.0050815293,-0.01205874,-0.06970002,0.017837076,0.08162962,0.09242793,0.005433342,0.03103926,-0.13427366,0.027565777,-0.0033918566,0.04290275,-0.038201574,0.065862365,-0.09193119,0.057390135,-0.074642465,0.047317155,0.07951642,0.058147013,-0.039681338,-0.16743267,-0.14136757,-0.13897054,0.2240356,0.06090622,-0.095741704,-0.1563095,0.07683995,-0.005978542,0.014234466,0.044753183,-0.005097977,-0.026811084,0.04080639,-0.13006929,0.06807895,0.07719146,-0.022871146,-0.1531306,0.084071696,0.034985658,0.07117604,0.07453756,-0.0066339835,-0.104621015,0.09381786,0.24162635,-0.05444047,0.07754002,0.063593164,-0.0023243474,0.020170178,0.08070207,0.07503927,-0.119530044,-0.05054276,-0.002452175,0.14439678,0.14080033,-0.042730328,-0.2869536,0.03317627,-0.028866535,0.0160496,0.030015722,0.047361497,0.028005896,-0.011516447,-0.015617662,-0.082885906,0.16849507,-0.044908445,0.013913698,-0.0042069205,0.13057335,0.029664101,-0.041569356,0.0796264,0.08984241,0.023996886,0.14771494,-0.010558975,0.014440252,-0.12383029,0.046880163,0.05344823,-0.032354012,0.09696749,-0.06511231,0.07809502,-0.10912053,0.028983565,-0.199157,0.049005564,0.14693677,-0.05733448,0.007913936,0.037646264,-0.051459864,0.034788206,-0.17727321,-0.06451087,-0.067143455,-0.045012213,0.114545524,-0.0073775114,-0.026862197,0.11531324,-0.15969273,0.06488954,0.018976241,-0.07043458,-0.034599036,0.08493237,0.0028423532,0.15339045,-0.10092646,0.060740743,-0.015382558,-0.0873374,0.12069169,0.114791356,0.040582206,-0.043555446,-0.08057519"
0,"-0.023964668,-0.12765479,0.13160168,0.010879104,-0.14272942,-0.024976943,-0.03392963,0.026097422,0.14944844,-0.059798308,-0.006360243,0.091288894,-0.035410658,-0.03510871,-0.03533445,-0.053945642,-0.022927333,0.055430952,0.02196659,-0.05640051,0.05478344,0.1746416,-0.113185294,-0.14591254,-0.14781603,-0.067406654,0.159326,0.14340962,-0.111077905,-0.056671053,0.08715881,0.06149551,0.022076422,-0.0020855363,0.003665151,0.071002215,-0.025005873,0.05819889,0.031966213,0.13949706,0.020071954,-0.038806878,-0.106776245,-0.041534454,0.038150955,0.006225214,0.058110625,0.08023335,0.0041346247,0.058388036,-0.077144906,-0.084961124,0.10697627,-0.053839404,-0.14400274,0.20794016,0.14052467,-0.16897401,-0.070328295,0.120270096,0.03208322,-0.03588803,0.0316829,-0.23037845,-0.11285572,-0.06742605,0.062112026,-0.08044639,0.07907968,0.08669326,0.019282497,0.035193942,-0.06424298,0.04734828,-0.08986469,-0.022393169,-0.034155086,0.09572217,-0.003251635,0.0143739525,-0.028368974,-0.0357713,0.056109536,0.10541864,-0.025795206,-0.12748827,-0.1333526,0.09019737,0.07123794,-0.026673015,0.035536267,0.067996,0.11439618,-0.034852516,0.0946869,-0.22651252,0.01176839,0.13062192,-0.033932313,0.15041618,-0.042347692,-0.050079394,-0.0975455,-0.19526865,-0.08313872,0.022825263,-0.0293719,0.056982942,0.033202533,0.025398351,0.041286126,-0.14946024,0.06730208,-0.018965356,0.080552876,0.13565356,0.15579353,-0.1020928,0.012940999,-0.13913849,0.1106363,-0.000961908,-0.04978285,0.038989626,-0.0038344257,0.04416833,-0.06776273,0.037741255"
0,"0.10008363,-0.14572847,0.099076495,0.14138605,0.114072286,-0.06445983,0.06904407,0.03732112,0.07726284,-0.08388205,0.027617825,-0.024237314,0.10711174,-0.14287463,-0.071990125,0.10857268,-0.014517493,0.031075213,-0.06931146,-0.0992412,0.031590056,0.20797768,-0.14043139,-0.14649913,-0.015809674,-0.080062434,-0.016792899,0.06890228,-0.023982868,-0.015275995,0.0950055,0.108142726,0.108850695,0.0040297713,-0.028884381,0.14861463,0.055168692,0.06136572,-0.042767495,0.026187748,0.010492712,0.060177103,-0.022329066,-0.0072742444,0.113122284,0.18503243,-0.04364997,0.012139396,0.035642665,0.011344648,-0.0267151,-0.025367431,9.379299e-05,-0.1240114,-0.04009928,0.0608506,0.09752935,-0.04258044,-0.066152476,-0.008412549,-0.043288924,0.0460579,-0.1256708,-0.17583889,0.010270785,0.042908166,-0.100467786,-0.11421268,0.11753332,0.04977603,-0.06757491,-0.056924902,-0.10741195,0.084274545,-0.10163441,-0.0009797786,-0.03310942,-0.011391876,0.035651438,-0.0033083507,-0.044230036,0.012569061,-0.041057095,0.0463316,-0.009680348,0.039422404,-0.07100089,-0.06893768,-0.06537547,0.053234633,0.24384326,-0.012742627,0.1615385,0.015381797,0.015281248,-0.0057542236,0.0358654,0.032637216,0.046554048,0.114577614,-0.029404044,-0.012270052,0.16671024,-0.2436305,-0.09505179,-0.0011634484,0.07224372,-0.09330021,0.13981028,-0.029632244,0.016151547,-0.13827306,0.1326009,0.019236583,0.07405384,0.20901895,0.11882002,-0.07930924,-0.0073497444,-0.081221394,0.13643937,0.06030624,-0.007630274,-0.028167807,0.04507949,-0.07007037,-0.20906588,-0.051181223"
0,"0.15976267,0.0071567725,0.057070203,0.027418427,-0.117478915,-0.10453746,0.05186247,-0.0017247192,0.017175797,-0.046401903,0.15006627,0.10418346,-0.011930942,-0.16055527,-0.058841098,-0.059569415,-0.078114286,-0.01438174,-0.00454639,0.11340014,0.06489392,0.07013608,-0.18362169,-0.07155414,-0.13163128,-0.17231983,0.06489045,0.10129948,-0.105166145,-0.10508683,0.028923249,0.035453353,-0.028036134,0.13082938,-0.12552656,0.1052547,0.02537211,0.008981767,-0.08288521,0.003180451,0.042098034,0.0400966,0.0059393146,0.057002474,-0.0074284705,-0.015456295,0.011602669,-0.09881659,-0.03692139,0.004026736,-0.06240489,-0.048447542,0.007414552,-0.0741634,-0.09172548,0.01570877,0.05879508,-0.109930046,-0.12886336,-0.009021372,0.1206556,0.047122702,-0.08531591,-0.26375908,-0.07313639,0.07371275,0.01932905,0.05121685,-0.029879976,-0.0011109079,-0.016039617,0.121837065,-0.045358866,0.04631621,0.046442393,0.016438507,-0.08321081,0.1282081,-0.020060152,-0.014629593,0.080923215,0.046402458,-0.0026687507,0.059434336,-0.045820218,-0.004811509,-0.032732792,-0.09304544,-0.06996409,0.06420232,0.07521344,0.17046407,0.11026602,0.13724872,0.11791228,-0.1434157,0.073995166,0.1697508,-0.010862125,0.13736938,-0.09423781,-0.07037334,-0.07390143,-0.22194695,-0.022791935,-0.090089336,-0.13418601,-0.008975031,-0.06894636,0.014446978,0.1269142,-0.23756619,0.055646583,0.052527983,-0.039532706,0.16582058,0.039380416,-0.15175746,-0.007747515,-0.14297679,0.035057113,-0.00082791987,0.015823802,0.005677634,-0.0402762,-0.020378398,-0.004135905,-0.034641735"
0,"0.077034995,-0.124081604,0.10591361,0.07796996,-0.033128962,-0.019653786,-0.028855845,0.046921495,0.1269694,-0.008763229,0.05320484,0.118322276,-0.07662718,-0.092774905,-0.062623434,0.073660254,0.06277163,0.05100477,-0.03731597,0.12324495,0.04605346,0.10677568,-0.08593325,0.024729902,-0.021400306,-0.12779714,0.02578761,-0.015754102,-0.005061738,-0.14678098,-0.017550826,0.066902205,0.07105492,-0.05975083,0.038991626,0.044443972,0.17214505,-0.028625868,0.026099399,0.09436363,-0.05126014,-0.077166565,-0.07489155,-0.10175204,-0.16416118,0.05774502,0.120136514,-0.082405664,-0.13582093,0.12519115,-0.1381108,-0.11955934,0.033061426,-0.056074988,-0.01377938,0.027038567,-0.08583335,-0.1480231,-0.025283227,-0.0038339267,0.17189695,0.16163845,-0.05050844,-0.19233857,0.09092753,0.09439894,-0.020227304,0.07900285,-0.03199905,-0.033171475,-0.0061977487,0.077414334,-0.12554923,-0.037939027,0.000572646,0.12982033,-0.08922529,0.10173056,0.053759437,0.019320967,-0.06265084,0.048951093,0.044027567,0.06454066,-0.040718,-0.019342376,-0.0426794,-0.06917032,0.01672259,-0.018317904,0.19447675,0.005217007,0.18154036,0.02015458,0.06623693,-0.2534934,-0.07779527,0.045444727,0.14804217,-0.0504139,-0.10812066,0.04438336,0.19560444,-0.15273796,0.033916507,-0.034397267,-0.12788364,-0.028882373,-0.052892704,-0.054876696,0.07588308,-0.09953309,-0.054381274,0.096228525,0.10496627,0.06312502,0.047652587,-0.076660454,-0.028285682,-0.19070289,0.03199873,0.01230886,-0.04248807,0.038248688,-0.020635663,-0.065722816,0.0414878,-0.062263913"
0,"-0.047195613,-0.04879341,0.02351714,0.054364957,-0.12473463,0.032409284,0.09242988,0.017138327,-0.042288028,0.05359684,0.10777833,0.17763181,-0.07594369,-0.0966872,0.026003368,-0.021749634,-0.1585279,-0.015114049,0.038452733,-0.07070042,0.010425012,0.117813185,-0.17958479,0.027329672,-0.09870286,-0.21673349,0.05836047,0.022271283,0.043773547,-0.13040753,0.03619564,0.101190664,-0.002644581,0.036878806,-0.06051443,0.08514743,0.014442811,0.064412594,0.061808348,0.05833125,-0.0029855205,0.09699682,0.0638761,-0.04901769,0.048156653,-0.06459925,0.12627502,-0.056692474,-0.10974369,0.00059937395,-0.012164483,-0.049020022,0.08687285,-0.14449765,-0.029795919,0.08130218,-0.045928646,-0.05172275,0.090708,-0.1136263,-0.019257726,0.069281094,-0.054602988,-0.18513939,0.056613594,-0.006952115,-0.05064558,0.07602075,-0.077367105,-0.024877474,0.012288736,0.19116461,-0.08957548,0.0147733735,0.053609867,-0.013300411,0.07895708,0.12761678,-0.03394262,-0.057668384,-0.015555015,-0.016596526,0.027520522,0.04587498,-0.055547703,-0.018853417,-0.17593177,-0.10869822,0.1726577,-0.047111947,-0.036394272,0.03708899,0.17771935,0.06969662,0.07782303,-0.04503397,0.047981817,0.018457659,0.09634704,0.08914051,-0.055074897,0.0226125,0.08987551,-0.21046054,-0.020492626,0.0044759917,0.009512112,0.023182448,-0.09499863,0.06899798,0.07780376,-0.21556357,0.052237883,0.09934582,0.08831851,0.19502167,0.14337888,-0.010619097,0.011879484,-0.205193,-0.07030448,-0.073293425,-0.090741605,0.06537055,-0.064849086,-0.012306999,-0.14094448,0.12066731"
0,"0.029449716,-0.08955606,0.059364278,0.032451097,-0.13211897,-0.105962574,-0.076304436,0.07082234,-0.042945296,-0.030227916,0.020452237,0.13695876,0.06253294,-0.010423714,0.070427775,0.027119445,-0.19566888,0.0094584245,-0.018394858,0.0457142,-0.058267083,0.105610974,-0.04349732,-0.009695035,-0.13429534,-0.03786675,0.039676283,-0.03716317,0.035253454,-0.06783053,0.1058538,-0.04140923,0.017006882,-0.0005901949,-0.087429166,0.046434935,-0.01575858,0.02878106,0.071360946,0.004113315,-0.033553272,-0.05589785,0.08003955,-0.010423545,0.029776406,0.11466245,0.03800059,-0.13369514,0.048571404,0.041132566,-0.081075616,-0.15320289,0.035536874,-0.23290095,-0.14866516,0.12262274,0.019106628,0.024612969,0.075310275,-0.057845745,0.086157836,-0.038385164,0.0046332087,-0.24709,-0.00545388,-0.03530549,-0.0626462,-0.028774694,0.033852972,0.09757197,0.06738095,0.0035333575,-0.087298706,0.004452386,0.02292379,0.022683408,-0.043977562,0.06435339,0.103511244,-0.06405053,-0.063255295,0.1035045,0.048821796,-0.060145143,0.017446013,0.108135454,-0.06343354,0.030326031,0.18370095,0.09357497,0.005389937,0.074708894,0.17852803,0.13017043,0.1247049,-0.10692914,0.00055823213,-0.050411213,-0.05678344,0.08445715,0.0061927172,-0.010769195,-0.05827586,-0.10594181,-0.022978017,-0.18322968,-0.076814905,0.03307529,-0.010480071,0.09015184,0.0060180197,-0.25029758,-0.05815024,0.06677099,-0.03435215,0.14180505,0.13545166,0.007323573,0.24323823,-0.19338292,0.09167191,-0.046815246,-0.13096635,-0.12130818,0.04054702,0.0036902959,-0.08937131,0.038254004"
0,"-0.09670771,-0.088136904,0.067431755,0.03698359,0.04976696,0.047996704,0.038974468,-0.0030638697,0.06932069,0.0031570296,-0.008148737,0.089810275,-0.07301166,-0.12515184,0.06867959,-0.03263174,-0.04384746,0.12989193,-0.038888324,-0.09023371,0.015319418,0.06509113,-0.086303584,-0.01036884,-0.09482177,-0.04524295,0.01004728,-0.02283729,-0.04464453,-0.13131516,0.015833946,0.06672074,0.089315236,-0.07596075,-0.026787015,-0.027627302,0.025312386,-0.056561556,0.06805928,0.00096244144,0.07438948,0.0527625,0.05103301,-0.004147749,0.023199456,0.11829241,0.14846963,0.026006391,-0.07976939,0.02551378,-0.1753732,-0.17088223,0.07809472,-0.121068634,-0.013412333,0.078055926,0.084345914,-0.10692627,-0.07431973,0.05341557,0.1001719,0.17284772,-0.16163677,-0.23024501,-0.02280555,-0.07992306,-0.04355872,0.004607681,-0.12084344,-0.05534343,0.23958804,0.09233044,0.06869524,0.119012095,-0.0149891395,0.07177569,-0.047795292,0.14518757,-0.019250914,-0.07649639,0.022274688,0.02524111,0.047597874,0.07807365,-0.011251418,-0.064564586,-0.102431595,0.0063767405,0.11655884,0.029250138,0.07840783,0.10554037,0.046401277,-0.08839714,0.0064024418,-0.16825856,0.09231193,0.07797418,0.12067604,0.14085244,-0.075139984,-0.057127528,0.038420796,-0.20402122,0.05999297,0.038766608,-0.060133837,0.033504616,-0.10273619,0.05592962,0.02074379,-0.22421528,0.050357293,0.077101976,0.071722426,0.100504614,0.026739726,0.0076412535,-0.03138252,-0.15512015,0.08183853,-0.114593245,-0.17593166,0.01632196,0.06542469,-0.13014124,-0.07172194,0.012727581"
